id,state,name,address_line1,address_line2,city,district,pin_code
519,Tamil Nadu,Chettinad Hospital and Research Institute,Rajiv Gandhi Salai (OMR Chennai),Kelambakkam,NA,Kancheepuram,603103
520,Tamil Nadu,CHEVALIER T THOMAS ELIZABETH COLLEGE FOR WOMEN,"No.16, St.Mary's Road,Mary Land,Sembium, Chennai-600 011",NA,Chennai,Chennai,600011
521,Tamil Nadu,CHEYYAR POLYTECHNIC COLLEGE KULAMANDHAI,ERUMAIVETTI POST,KULAMANDHAI VILLAGE,CHEYYAR,Tiruvannamalai,604401
522,Tamil Nadu,CHEYYAR TEACHER TRAINING INSTITUTE CHEYYAR THIRUVANNAMALAI,69 ARNI ROAD,CHEYYAR,CHEYYAR TK,Tiruvannamalai,604407
523,Tamil Nadu,Chezhian College of Education,CC Road Thenpallipattu,Polur,Kalasapakkam,Tiruvannamalai,606751
524,Tamil Nadu,"Chidambaram Pillai College for Women, Manachanallur, Tiruchirappalli - 621 005.","No.3, Mela kavalkara Street",Mannachanallur,Trichy,Tiruchirappalli,621005
525,Tamil Nadu,Chikkaiah Naicker College,Sathy Road,Veerappanchatram,Erode,Erode,638004
526,Tamil Nadu,Chikkanna Govt Arts College,College Road,NA,Tirupur - 641 602,Tiruppur,641602
527,Tamil Nadu,"CHILD JESUS COLLEGE OF NURSING (Inst. Code - 234), TRICHIRAPALLI","Child Jesus College of Nursing, Child Jesus Hospital, Trichy - 1","Post Box.No.17,Cantonment , Trichy",Tiruchirapalli,Tiruchirappalli,620001
528,Tamil Nadu,"CHITHIRAI COLLEGE OF NURSING (Inst. Code - 315), MADURAI","36-E, KURUVIKARAN SALAI",NA,MADURAI,Madurai,625009
529,Tamil Nadu,CHOLAN INSTITUTE OF TECHNOLOGY SEMBARAMBAKKAM,"16,SEMBARAMBAKKAM",KARAI POST PIN - 631 552,KANCHIPURAM,Kancheepuram,631552
530,Tamil Nadu,CHOZHAN TEACHER TRAINING INSTITUTE KANCHEEPURAM,16 SEMBARAMBAKKAM,KARAI POST,KANCHIPURAM,Kancheepuram,631552
531,Tamil Nadu,CHRIST ACADEMY CHRIST NAGAR THANJAVUR,"1626 - RAHMAN NAGAR , FIRST STREET","MEDICAL COLLEGE ROAD,",THANJAVUR,Thanjavur,613004
532,Tamil Nadu,CHRIST ARTS AND SCIENCE COLLEGE,"Kilachery Village & Post, Perambakkam via, Thiruvallur TK & DT - 631 402",NA,NA,Chennai,631402
533,Tamil Nadu,Christ College of Education for Women,"No: 1626, CHRIST BHAWAN, FIRST STREET,RAHUMAN NAGAR,","MEDICAL COLLEGE ROAD, THANJAVUR 613 004",THANJAVUR,Thanjavur,613004
534,Tamil Nadu,Christ College of Education for Women,"A.Jettihalli(po),collector bungla backside, Dharmapuri(dt).","A.Jettihalli(po),collector bungla backside, Dharmapuri(dt).",Dharmapuri,Dharmapuri,636807
535,Tamil Nadu,Christ The King Engineering College,"Cecilia Gardens, Chikkaram Palayam Village,",Karamadai,Coimbatore,Coimbatore,641104
536,Tamil Nadu,CHRIST THE KING INSTI. OF TECHNOLOGY OTHAKKALMANDAPAM,"PREMIER NAGAR,POLLACHI MAIN ROAD,OTHAKKALMANDAPAM",COIMBATORE-641032,COIMBATORE,Coimbatore,641032
537,Tamil Nadu,CHRISTARAJA TEACHER TRAINING INSTITUTE,Caussanelpuram,Konganthanparai,Tirunelveli,Tirunelveli,627007
538,Tamil Nadu,"Christhu Raj College, Panjapur, Edamalaipatti Pudur, Tiruchirappalli - 620 012.","Royal Nagar, Panjappur,",Viralimalai Road,Trichy,Tiruchirappalli,620012
539,Tamil Nadu,Christian College of Education,"14, Venkatesapuram",Perambalur,Perambalur,Perambalur,621212
540,Tamil Nadu,"Christian College of Engineering and Technology, Oddanchatram, Palani",Near Check Post,Oddanchatram,Dindigul,Dindigul,624619
541,Tamil Nadu,"CHRISTIAN COLLEGE OF NURSING (Inst. Code - 187), NEYYOOR, KANNIYAKUMARI",CHRISTIAN COLLEGE OF NURSING NEYYOOR,NEYYOOR POST,NAGERCOIL,Kanniyakumari,629802
542,Tamil Nadu,Christian College of Physical Education,K.P. ROAD,VETTURNIMADAM POST,NAGERCOIL,Kanniyakumari,629003
543,Tamil Nadu,"CHRISTIAN COLLEGE OF PHYSIOTHERAPY (Inst. Code - 176), KANNIAKUMARI",CHRISTIAN COLLEGE OF PHYSIOTHERAPY,COLACHEL,NAGERCOIL,Kanniyakumari,629251
544,Tamil Nadu,"CHRISTIAN FELLOWSHIP COMMUNITY HEALTH CENTRE, COLLEGE OF NURSING (Inst. Code - 035 ) DINDUGUL","Christian Fellowship Community Health Centre,","Shanthipuram, Ambilikkai - 624612",Dinidigul,Dharmapuri,624612
545,Tamil Nadu,"CHRISTIAN FELLOWSHIP HOSPITAL, ODDANCHATRAM, DINDIGUL","Principal, School of Nursing","Christian Fellowship Hospital,",Oddanchatram - 624 619,Dindigul,624619
546,Tamil Nadu,"CHRISTIAN MEDICAL COLLEGE (Inst. Code - 011), VELLORE","THE PRINCIPAL, CHRISTIAN MEDICAL COLLEGE","THORAPADI POST, BAGAYAM",VELLORE,Vellore,632002
547,Tamil Nadu,"CHRISTIAN MEDICAL COLLEGE (Inst. Code - 436), VELLORE",PRINCIPALS OFFICE CHRISTIAN MEDICAL COLLEGE,"THORAPADI POST, BAGAYAM",VELLORE,Vellore,632002
548,Tamil Nadu,"CHRISTIAN MEDICAL COLLEGE (Inst. Code - 515), VELLORE","THE PRINCIPAL, CHRISTIAN MEDICAL COLLEGE","THORAPADI POST, BAGAYAM",VELLORE,Vellore,632002
549,Tamil Nadu,"CHRISTIAN MEDICAL COLLEGE (Inst. Code - 556), VELLORE","The Principal, Christian Medical College","Thorapadi Post, Bagayam",Vellore,Vellore,632002
550,Tamil Nadu,"CHRISTIAN MEDICAL COLLEGE (Inst. Code - 565), VELLORE","THE PRINCIPAL, CHRISTIAN MEDICAL COLLEGE","THORAPADI POST, BAGAYAM",VELLORE,Vellore,632002
551,Tamil Nadu,"CHRISTIAN MEDICAL COLLEGE AND HOSPITAL, COLLEGE OF NURSING (Inst. Code - 033), VELLORE",COLLEGE OF NURSING,CHRISTIAN MEDICAL COLLEGE,VELLORE,Vellore,632004
552,Tamil Nadu,"CHRISTIAN MEDICAL COLLEGE, COLLEGE OF PHYSIOTHERAPY, (Inst. Code - 169), VELLORE",PRINCIPALS OFFICE CHRISTIAN MEDICAL COLLEGE,THORAPADI POST BAGAYAM,VELLORE,Vellore,632002
553,Tamil Nadu,CHRISTIAN TEACHER TRAINING INSTITUTE PERAMBALUR,14 Venkatesapuram,Perambalur,NA,Perambalur,621212
554,Tamil Nadu,CHRISTIAN TEACHER TRAINING INSTITUTE VELLORE,171 KANNAN NAGAR,WINTERPET ARAKKONAM,ARAKKONAM,Vellore,631005
555,Tamil Nadu,"CHRISTIANÂ MEDICALÂ COLLEGE, COLLEGE OF OCCUPATION THERAPHYÂ (Inst. Code - 177), Â VELLOREÂ",PRINCIPALS OFFICE CHRISTIAN MEDICAL COLLEGE,THORAPADI POST BAGAYAM,VELLORE,Vellore,632002
556,Tamil Nadu,"CHRISTIANÂ MEDICALÂ COLLEGEÂ (B.M.R.S.C & B.Sc.M.L.T)Â (Inst. Code - 178 & 179), Â Â VELLOREÂ",PRINCIPALS OFFICE CHRISTIAN MEDICAL COLLEGE,"THORAPADI POST, BAGAYAM",VELLORE,Vellore,632002
557,Tamil Nadu,"CHRISTIANÂ MEDICALÂ COLLEGEÂ (M.Sc.(EPIDEMIOLOGY)Â Â Â (Inst. Code - 180), VELLORE","THE PRINCIPAL, CHRISTIAN MEDICAL COLLEGE","THORAPADI POST, BAGAYAM",VELLORE,Vellore,632002
558,Tamil Nadu,CHURCH PARK ANGLO INDIAN TEACHER TRAINING SCHOOL ANNA SALAI CHENNAI,"212, ANNA SALAI",NA,CHENNAI,Chennai,600006
559,Tamil Nadu,CLAUDINE SCHOOL OF NURSING DINDIGUL,"Claudine School of Nursing, Leonard Hospital, Batlagundu - 624202, Dindigul District, Tamilnadu","Claudine School of Nursing, Leonard Hospital, Batlagundu - 624202, Dindigul District, Tamilnadu",Batlagundu,Dindigul,624202
560,Tamil Nadu,CMS Academy of Management and Technology,Chinnavedampatti,Coimbatore,Coimbatore,Coimbatore,641049
561,Tamil Nadu,CMS College of Engineering,CMS NAGAR,ERANAPURAM,NAMAKKAL,Namakkal,637003
562,Tamil Nadu,CMS College of Engineering and Technology,Appachigoundenpathy,Kumittipathi Post,Coimbatore,Coimbatore,641032
563,Tamil Nadu,CMS College of Science and Commerce,CHINNAVEDAMPATTI,NA,COIMBATORE - 641049,Coimbatore,641049
564,Tamil Nadu,CMS Institute of Management Studies,CHINNAVEDAMPATTI,NA,COIMBATORE,Coimbatore,641049
565,Tamil Nadu,"CMS POLYTECHNIC COLLEGE CMS NAGAR, NAMAKKAL",CMS NAGAR,ERANAPURAM,NAMAKKAL,Namakkal,637003
566,Tamil Nadu,Coimbatore Institute of Engineering and Technology,"Vellimalai Pattinam, Thondamuthur Via,","Narasipuram Post, Coimbatore - 641 109.",Coimbatore,Coimbatore,641109
567,Tamil Nadu,Coimbatore Institute of Management and Technology,VELLIMALAIPATTINAM,"NARASIPURAM POST, THONDAMUTHUR VIA",COIMBATORE,Coimbatore,641109
568,Tamil Nadu,Coimbatore Institute of Technology,Avanashi Road,Civil Aerodrome Post,Coimbatore,Coimbatore,641014
569,Tamil Nadu,"COIMBATORE MEDICAL COLLEGE (Inst. Code - 007), COIMBATORE",CIVIL AERODROME POST,AVINASHI ROAD,COIMBATORE,Coimbatore,641014
570,Tamil Nadu,"COLLEGE OF AGRICULTURAL TECHNOLOGY, THENI","Kullapuram, Vigai Dam (via)","Aundipatti (Taluk),Theni (Dist.) 625 562",Theni,Theni,625562
571,Tamil Nadu,College of Business Management,NH7-SAPPANIPATTI,KARAGUR-(PO),KRISHNAGIRI,Krishnagiri,635111
572,Tamil Nadu,"College of Engg., Guindy Campus",3,SARDAR PATEL ROAD,CHENNAI - 600025,Chennai,600025
573,Tamil Nadu,"College of Food and Dairy Technology, Koduvalli","The Dean, Faculty of Food Science, Institute of Food and Dairy Technology",Koduvalli Village,Chennai 600 052,Thiruvallur,600052
574,Tamil Nadu,COLLEGE OF GANDHIAN THOUGHT,Gandhi Museum,NA,Madurai,Madurai,625020
575,Tamil Nadu,"College of Poultry Production and Management, Hosur",Mathigiri post,Hosur,Hosur,Krishnagiri,635110
576,Tamil Nadu,CONCORDIA TEACHER TRAINING INSTITUTE AMBUR VELLORE,"MISSION COMPOUND, AMBUR - 635 802.",NA,AMBUR,Vellore,635802
577,Tamil Nadu,Cosmopolitan College of Education,"Sengadu, Manavala Nagar Via",Sri Perumbuthur,Kancheepuram,Kancheepuram,602002
578,Tamil Nadu,"CR ENGINEERING COLLEGE, VALAYAPATTI, MADURAI","Valayapatti Village , Melur Tk",Alagarkovil,Madurai,Madurai,625301
579,Tamil Nadu,Crescent College of Education,Main Road,Somasipadi,Thiruvannamalai,Tiruvannamalai,606611
580,Tamil Nadu,"CRESCENT YOUSUF ZULAIKHA SCHOOL OF NURSING, MADURAI","Seethakathi nagar, Kallampatti, Chatrapatti (P.O) Madurai - 14.","Seethakathi nagar, Kallampatti, Chatrapatti (P.O) Madurai - 14.",Madurai,Madurai,625014
581,Tamil Nadu,"CRESENT TEACHER TRAINING INSTITUTE, SEETHAKATHI NAGAR, MADURAI",CRESCENT EDUCATIONAL CAMPUS,"Kallampatti, Chathrapatti(p.o)",Madurai-625 014,Madurai,625014
582,Tamil Nadu,"CROSS SCHOOL OF NURSING, KANYAKUMARI","Wattspuram, Derisanamcope, Azhagiapandipuram(p.0)","Kanyakumari Dist,Tamilnadu 629851",Nagercoil,Kanniyakumari,629851
583,Tamil Nadu,CSI Bishop Newbigin College of Education,"109,Dr.RadhaKrishnan Road,",Mylapore.,Chennai,Chennai,600004
584,Tamil Nadu,CSI College of Engineering,"KETTI POST,THE NILGIRIS 643 215",NA,NA,The Nilgiris,643215
585,Tamil Nadu,"CSI ELIZA CALDWELL COLLEGE OF NURSING (Inst. Code - 341), TIRUNELVELI",Idaiyangudi,Tisaiyanvilai,Tirunelveli,Tirunelveli,627651
586,Tamil Nadu,CSI EWARTS WOMENS CHRISTIAN COLLEGE,Melrosapuram 603204,NA,NA,Chennai,603204
587,Tamil Nadu,"CSI HOSPITAL SCHOOL OF NURSING, ERODE",C S I HOSPITAL,BROUGH ROAD,ERODE,Erode,638001
588,Tamil Nadu,"CSI KALYANI COLLEGE OF ALLIED HEALTH SCIENCES (Inst. Code - 593), CHENNAI","#15,Dr.Radha Krishnan Salai",Mylapore,Chennai,Chennai,600004
589,Tamil Nadu,"CSI KALYANI COLLEGE OF NURSING (Inst. Code - 546), CHENNAI",CSI KALYANI GENERAL HOSPITAL,"NO.15. RADHAKRISHNAN SALAI, MYLAPORE",CHENNAI - 600 004.,Chennai,600004
590,Tamil Nadu,"CSI MISSION GENERAL HOSPITAL, TIRUCHIRAPPALLI","School of Nursing,","C.S.I. Mission General Hospital, Woriur,","Tiruchirappalli,",Tiruchirappalli,620003
591,Tamil Nadu,"CSI ST.LUKE COLLEGE OF NURSING (Inst. Code - 504), TOOTHUKUDI",Thirumaraiyur,Nazareth,Tuticorin,Thoothukkudi,628617
592,Tamil Nadu,"CSI TEACHER TRAINING INSTITUTE, ERODE","Post Box No. 14, Brough Road",Erode - 638 001.,Erode,Erode,638001
593,Tamil Nadu,"CSM College of Arts &Science ,Erumanoor Road,Virudachalam-6-6 001",ERUMANOOR ROAD,VRIDDHACHALAM,CUDDALORE,Cuddalore,606001
594,Tamil Nadu,"D M & R TEACHER TRAINING INSTITUTE, TIRUMANGALAM",D.M.&R.TEACHER TRAINING INSTITUTE TIRUMANGALAM,NEW MISSION COMPOUND,TIRUMANGALAM,Madurai,625706
595,Tamil Nadu,D N V SCHOOL OF NURSING DHARMAPURI,"NO:7,RAJAGOPALGOUNDAR STREET","NO:7,RAJAGOPALGOUNDAR STREET",DHARMAPURI,Dharmapuri,636701
596,Tamil Nadu,D P C POLYTECHNIC COLLEGE -PAGALPATTI,PAPALLPATTI,OMALUR-PO,SALEM-DT,Salem,636304
597,Tamil Nadu,"D.G. Government Arts College for Women, Mayiladuthurai - 609 001.",Dharmapuram Gnanambigai Govt. Arts College,"Mayiladuthurai, Nagai",Mayiladuthurai,Nagapattinam,609001
598,Tamil Nadu,D.J.Academy for Managerial Excellence,Coimbatore Pollachi Highway,Othakkalmandapam post,coimbatore,Coimbatore,641032
599,Tamil Nadu,"D.K.M. College for Women,(autonomous )Sainathapuram-632 001","No. 57, D.K.M. College Road,",Sainathapuram,Vellore 632 001.,Vellore,632001
600,Tamil Nadu,D.K.T. College of Education,Amaravathipalayam,Peruntholuvu (PO),Tirupur - 641 665,Coimbatore,641665
601,Tamil Nadu,"D.V.C PARA MEDICAL INSTITUTE (Inst. Code - 578), CUDDALORE",THIRUMURUGAN NAGAR,"THAMARAIKULA STREET,",SRIMUSHNAM,Cuddalore,608703
602,Tamil Nadu,D.V.C. College of Education,"Thirumurugan Nagar,","Srimushnam, Kattumannarkoil Taluk,",Cuddalore District - 608 703.,Cuddalore,608703
603,Tamil Nadu,D.V.C.TEACHER TRAINING INSTITUTE CUDDALORE,"Thirumurugan nagar,","thmaraikula Street,",Srimushnam.,Cuddalore,608703
604,Tamil Nadu,D.V.D. TEACHER TRAINING INSTITUTE KANYAKUMARI,"39/213 Chidambara Nagar,",Kottar.,Nagercoil - 2.,Kanniyakumari,629002
605,Tamil Nadu,DA VINCI SCHOOL OF DESIGN AND ARCHITECTURE,Rajiv Gandhi Salai,Karapakkam,Chennai,Chennai,600097
606,Tamil Nadu,Dakshina Bharat Hindi Prachar Sabha,Thanikachalam Road,Thyagraya Nagar,Chennai,Chennai,600017
607,Tamil Nadu,DB JAIN COLLEGE,"IT-COORDIOR,JOTHI NAGAR,RAJIV GANDHI SALAI",THORAPAKKAM,CHENNAI,Chennai,600097
608,Tamil Nadu,"Deen College of Arts and Science, Nidur-Kaduvangudi, Aruvappadi Village, Mayiladuthurai, Nagapattinam (Dt.) - 609 203","Deen College of Arts and Science, Nidur-Kaduvangudi, Aruvappadi Village, Mayiladuthurai, Nagapattinam (Dt.) - 609 203","Deen College of Arts and Science, Nidur-Kaduvangudi, Aruvappadi Village, Mayiladuthurai, Nagapattinam (Dt.) - 609 203",Mayiladuthurai,Nagapattinam,609203
609,Tamil Nadu,"DEEPTHI COLLEGE OF NURSING, (Inst. Code -610), Namakkal","KALINAICKANUR,VELAGOUNDANPATTY PO,NAMAKKAL","KALINAICKANUR,VELAGOUNDANPATTY PO,NAMAKKAL",NAMAKKAL,Namakkal,637212
610,Tamil Nadu,"DELTA SCHOOL OF NURSING, KANCHEEPURAM","Kadalure Village Post, East Coast Road, Cheyyur Taluk-603305",Same as above,NA,Kancheepuram,603305
611,Tamil Nadu,DEVAMATHA SCHOOL OF NURSING NILGIRI,KOOKALTHORAI,KOTAGIRI,KOTAGIRI,The Nilgiris,643217
612,Tamil Nadu,DEVAN TEACHER TRAINING INSTITUTE VELLORE,"V.KOTA ROAD, PERNAMBUT",NA,VELLORE,Vellore,635810
613,Tamil Nadu,DEVANGA ARTS COLLEGE,"801, Thiruchuli Road",NA,Aruppukottai,Virudhunagar,626101
614,Tamil Nadu,"DEVANGAR POLYTECHNIC COLLEGE, THENI",MADURAI MAIN ROAD,D.VADIPATTI(PO),PERIYAKULAM,Theni,625602
615,Tamil Nadu,DEVARAJAN TEACHER TRAINING INSTITUTE NAGAPATTINAM,"MAIN ROAD. GOUNDERKADU, KARIYAPATTINAM(PO),","VEDARANYAM(T.K),NAGAPATTINAM (D.T),614806",VEDARANYAM,Nagapattinam,614806
616,Tamil Nadu,"DEVENDRAR COLLEGE OF PHYSIOTHERAPY (Inst. Code - 140), TIRUNELVELI","THOOTHUKUDI MAIN ROAD, ARIYAKULAM",TIRUNELVELI - 627351,TIRUNELVELI,Tirunelveli,627351
617,Tamil Nadu,DG VAISHNAV COLLEGE,833 periyar EVR Salai,Arumbakkam,Chennai,Chennai,600106
618,Tamil Nadu,Dhaanish Ahmed College of Engineering,Dhaanish Nagar,Vanchuvanchery,padappai,Kancheepuram,601301
619,Tamil Nadu,DHAANISH AHMED INSTITUTE OF TECHNOLOGY,"VEERAPPANUR, NEAR K.G. CHAVADI",PICHANUR POST,COIMBATORE,Coimbatore,641105
620,Tamil Nadu,Dhanalakshmi College of Engineering,"Dr. V P R Nagar, Manimangalam",Tambaram - 601 301,Chennai,Kancheepuram,601301
621,Tamil Nadu,"Dhanalakshmi Srinivasan College of Arts & Science for Women, Perambalur - 621 212.",Thuraiyur Road,Perambalur,Perambalur,Perambalur,621212
622,Tamil Nadu,Dhanalakshmi Srinivasan College of Education,"227C, Thuraiyur Road,",Perambalur - 621212,perambalur,Perambalur,621212
623,Tamil Nadu,Dhanalakshmi Srinivasan College of Education for Women,"Thuraiyur Road,",Perambalur - 621212,Perambalur,Perambalur,621212
624,Tamil Nadu,Dhanalakshmi Srinivasan College of Engineering,"Dhanalakshmi Srinivasan College of Engineering, NH-47, Palakkad Main road,","Navakkarai Post, Near Nandhi Temple",Coimbatore,Coimbatore,641105
625,Tamil Nadu,Dhanalakshmi Srinivasan College of Engineering and Technology,"ECR, Poonjeri",Mamallapuram,Chennai,Kancheepuram,603104
626,Tamil Nadu,"DHANALAKSHMI SRINIVASAN COLLEGE OF NURSING (Inst. Code - 227), PERAMBALUR","NO: 274/C, THURAIYUR ROAD",NA,PERAMBALUR,Perambalur,621212
627,Tamil Nadu,Dhanalakshmi Srinivasan Engineering College,Thuraiyur Road,Perambalur - 621212,Perambalur,Perambalur,621212
628,Tamil Nadu,DHANALAKSHMI SRINIVASAN INSTITUTE OF TECHNOLOGY,NH 45 TRICHY CHENNAI TRUNK ROAD,NEAR SAMAYAPURAM TOLL PLAZA SAMAYAPURAM,TIRUCHIRAPPALLI,Tiruchirappalli,621112
629,Tamil Nadu,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE AND HOSPITAL (Inst. Code - 455), PERAMBALUR","NH-45, TRICHY-CHENNAI HIGHWAY,",SIRUVACHUR,PERAMBALUR,Perambalur,621113
630,Tamil Nadu,DHANALAKSHMI SRINIVASAN POLYTECHNIC COLLEGE PERAMBALUR,"ARANARAI VILLAGE,","THURAIYUR ROAD,","PERAMBALUR,",Perambalur,621212
631,Tamil Nadu,"DHANALAKSHMI SRINIVASAN TEACHER TRAINING INSTITUTE, PERAMBALUR",Thuraiyur Road,perambalur,perambalur,Perambalur,621212
632,Tamil Nadu,Dhanam College of Education,kuppur-Dharapuram pirivu road (po),Omalur Tk,Salem,Salem,636309
633,Tamil Nadu,"DHANVANTRI COLLEGE OF NURSING (Inst. Code - 215), ERODE","Administrative office : 27, Poonkundranar Street,",Karungalpalayam (Post),Erode - 638 003,Erode,638003
634,Tamil Nadu,"DHANVANTRI COLLEGE OF NURSING (Inst. Code - 357), ERODE","No.27, Poonkundranar Street","Karungalpalayam (Po),",Erode,Erode,638003
635,Tamil Nadu,"DHANVANTRI CRITICAL CARE CENTER, ERODE HEART HOSPITAL INSTITUTE OF CLINICAL TOXICOLOGY (Inst. Code - 404), ERODE","No.27,28, Poonkundranar Street,","Karungalpalayam,",Erode,Erode,638003
636,Tamil Nadu,"DHARMA AYURVEDA MEDICAL COLLEGE AND HOSPITAL (Inst. Code - 198), KANCHEEPURAM",No 48 GWT ROAD,NA,SRIPERUMBUDUR,Kancheepuram,600105
637,Tamil Nadu,"Dharmambal Ramasamy Arts & Science College, Orathanadu T.k.Thanjavur - 614 625.",Thennamanadu,Orathanadu,Orathanadu,Thanjavur,614625
638,Tamil Nadu,"Dharmapuram Adhinam Arts College, Dharmapuram, Mayiladuthurai - 609 001.",Dharamapuram Adhinam Arts College,Dharmapuram,Mayiladuthurai-609001,Nagapattinam,609001
639,Tamil Nadu,DHARMAPURI DT. COOP SUGAR MILLS POLYTECH COLLEGE JERTHALAV,PALACODE -636808,DHARMAPURI (Dt),DHARMAPURI,Dharmapuri,636808
640,Tamil Nadu,"DHARMARATHNAKARA Dr.N.MAHALINGAM INSTITUTE. OF PARAMEDICAL SCIENCES AND RESEARCH, COLLEGE OF NURSING (Inst. Code - 216), ERODE","DHARMARATHNAKARA Dr.N.MAHALINGAM INST.OF PARA. SCIENCES AND RESEARCH,SRI ADICHUNCHANAGIRI SHIKSHANA TRUST,SAKTHINAGAR, SAKTHI NAGAR (PO), BHAVANI TK, ERODE DIST","DHARMARATHNAKARA Dr.N.MAHALINGAM INST.OF PARA. SCIENCES AND RESEARCH, SRI ADICHUNCHANAGIRI SHIKSHANA TRUST,SAKTHINAGAR, SAKTHI NAGAR (PO), BHAVANI TK, ERODE DIST",ERODE,Erode,638315
641,Tamil Nadu,"DHAVANTRI INSTITUTE OF MEDICAL EDUCATION AND RESEARCH ((Inst. Code - 486), ERODE","28, Poonkundranar Street","Karungalpalayam (Po),",Erode,Erode,638003
642,Tamil Nadu,"DHIRAJLAL GANDHI COLLEGE OF TECHNOLOGY, SALEM","Opposite to Salem Airport, Salem Bengaluru Highway","Sikkanampatty(po),Omalur(Tk)",Salem,Salem,636309
643,Tamil Nadu,"Dhivya Arts &Science College,Gingee road, Chetpat-606611","Gingee Road,",NA,Chetpet,Tiruvannamalai,606601
644,Tamil Nadu,Dhivya College of Education,"Gingee Road,","Chetpet, Polur Tk., Thiruvannamalai Dist - 606 801.",Chetpet,Tiruvannamalai,606801
645,Tamil Nadu,DHIVYA POLYTECHNIC COLLEGE CHETPET,"GINGEE ROAD,",CHETPET -606 801,CHETPET,Tiruvannamalai,606801
646,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION & TRAINING KANCHEEPURAM,PRINCIPAL,"DIET, KALIYAMPOONDI",KANCHEEPURAM,Kancheepuram,603402
647,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION & TRAINING NAGAPATTINAM,"KURUKKATHI,KUTHUR POST,NAGAPATTINAM DISTRICT,PIN-611105",NA,NA,Nagapattinam,611105
648,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION & TRAINING SALEM,DISTRICT INSTITUTE OF EDUCATION & TRAINING,"UTHAMACHOLAPURAM,SALEM",SALEM,Salem,636010
649,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION & TRAINING THENI,DISTRICT INSTITUTE OF EDUCATION & TRAINING UTHAMAPALAYAM,"U.AMMAPATTI ROAD, COLLEGE BACK SIDE,",UTHAMAPALAYAM - 625533,Theni,625533
650,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION & TRAINING THIRUVARUR,"MELAVASAL POST, MANNARGUDI",NA,MANNARGUDI,Thiruvarur,614014
651,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION & TRAINING TIRUCHIRAPALLI,"DIET, KUMULUR","PALLAPURAM POST,","LALGUDI TALUK,",Tiruchirappalli,621712
652,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION & TRAINING VILLUPURAM,MAIN ROAD,G. ARIYUR 605 751,THIRUKOILUR,Viluppuram,605751
653,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION AND TRAINING ADUTHURAI THANJAVUR,THIYAGARAJAPURAM,ADUTHURAI,KUMBAKONAM,Thanjavur,612101
654,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION AND TRAINING COIMBATORE,THIRUMOORTYNAGAR,642112,UDUMALPET,Tiruppur,642112
655,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION AND TRAINING DINDIGUL,DISTRICT INSTITUTE OF EDUCATION AND TRAINING,"PALANI ROAD, ODDANCHATRAM",ODDANCHATRAM,Dindigul,624619
656,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION AND TRAINING KALAYARKOIL SIVAGANGAI,paramakudi road,kalayarkoil,sivagangai,Sivaganga,630551
657,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION AND TRAINING KANYAKUMARI,Theroor@Kulasekaranputhur,Ramapuram P.O,Nagercoil,Kanniyakumari,629303
658,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION AND TRAINING KEELAPALUVUR PERAMBALUR,"DIET, Keelapaluvur, Pin 621707",Keelapaluvur,Ariyalur,Ariyalur,621707
659,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION AND TRAINING KILPENNATHUR THIRUVANNAMALAI,RAJATHOPPU ROAD,INDRA NAGAR,KILPENNATHUR,Tiruvannamalai,604601
660,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION AND TRAINING KOTAGIRI NILGIRIS,KOTAGIRI,NA,KOTAGIRI,The Nilgiris,643217
661,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION AND TRAINING KRISHNAGIRI,Kattinayanapalli,Krishnagiri-635 001,Krishnagiri,Krishnagiri,635001
662,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION AND TRAINING MACHUVADI PUDUKOTTAI,"MACHUVADI,",PUDUKKOTTAI,PUDUKKOTTAI,Pudukkottai,622004
663,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION AND TRAINING MANJUR RAMANATHAPURAM,Manjur,Paramakudi 623707,Paramakudi,Ramanathapuram,623707
664,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION AND TRAINING MAYANUR KARUR,MAYANUR,NA,KARUR,Karur,639108
665,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION AND TRAINING MUNANJIPATTI TIRUNELVELI,Munanjipatti,Tirunelveli,NA,Tirunelveli,627355
666,Tamil Nadu,DISTRICT INSTITUTE OF EDUCATION AND TRAINING NAMAKKAL NAMAKKAL,DIET NAMAKKAL,PIN : 6372001,NAMAKKAL,Namakkal,637001
